label,seed,workload,config,cycles,hit_rate,ipc,mem_cycles,prefetch_issued,prefetch_used
feat_no_abs_addr,2,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_no_abs_addr,3,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_no_abs_addr,3,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_no_abs_addr,3,sequential_read,nn,4117,0.9985,0.48579062424095215,2117,248,247
feat_no_abs_addr,3,strided_read,baseline,82000,0.0,0.024390243902439025,80000,0,0
feat_no_abs_addr,3,strided_read,stride,4117,0.9985,0.48579062424095215,2117,1998,1997
feat_no_abs_addr,3,strided_read,nn,4585,0.9925,0.4362050163576881,2585,1986,1985
feat_no_abs_addr,3,mixed_read_write,baseline,43984,0.5,0.045471080392870136,41984,0,0
feat_no_abs_addr,3,mixed_read_write,stride,5062,0.999,0.3951007506914263,3062,999,998
feat_no_abs_addr,3,mixed_read_write,nn,5257,0.9965,0.38044512079132586,3257,994,993
feat_no_abs_addr,3,random_read,baseline,74083,0.1015,0.026996746891999514,72083,0,0
feat_no_abs_addr,3,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
feat_no_abs_addr,3,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_no_abs_addr,4,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_no_abs_addr,4,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_no_abs_addr,4,sequential_read,nn,4117,0.9985,0.48579062424095215,2117,248,247
feat_no_abs_addr,4,strided_read,baseline,82000,0.0,0.024390243902439025,80000,0,0
feat_no_abs_addr,4,strided_read,stride,4117,0.9985,0.48579062424095215,2117,1998,1997
feat_no_abs_addr,4,strided_read,nn,5131,0.9855,0.38978756577665175,3131,1972,1971
feat_no_abs_addr,4,mixed_read_write,baseline,43984,0.5,0.045471080392870136,41984,0,0
feat_no_abs_addr,4,mixed_read_write,stride,5062,0.999,0.3951007506914263,3062,999,998
feat_no_abs_addr,4,mixed_read_write,nn,5413,0.9945,0.36948087936449286,3413,990,989
feat_no_abs_addr,4,random_read,baseline,74083,0.1015,0.026996746891999514,72083,0,0
feat_no_abs_addr,4,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
feat_no_abs_addr,4,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_delta_only,0,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_delta_only,0,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_delta_only,0,sequential_read,nn,4156,0.998,0.48123195380173245,2156,247,246
feat_delta_only,0,strided_read,baseline,82000,0.0,0.024390243902439025,80000,0,0
feat_delta_only,0,strided_read,stride,4117,0.9985,0.48579062424095215,2117,1998,1997
feat_delta_only,0,strided_read,nn,5053,0.9865,0.39580447259054025,3053,1974,1973
feat_delta_only,0,mixed_read_write,baseline,43984,0.5,0.045471080392870136,41984,0,0
feat_delta_only,0,mixed_read_write,stride,5062,0.999,0.3951007506914263,3062,999,998
feat_delta_only,0,mixed_read_write,nn,5491,0.9935,0.364232380258605,3491,988,987
feat_delta_only,0,random_read,baseline,74083,0.1015,0.026996746891999514,72083,0,0
feat_delta_only,0,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
feat_delta_only,0,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_delta_only,1,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_delta_only,1,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_delta_only,1,sequential_read,nn,4156,0.998,0.48123195380173245,2156,247,246
feat_delta_only,1,strided_read,baseline,82000,0.0,0.024390243902439025,80000,0,0
feat_delta_only,1,strided_read,stride,4117,0.9985,0.48579062424095215,2117,1998,1997
feat_delta_only,1,strided_read,nn,4741,0.9905,0.42185192997257964,2741,1982,1981
feat_delta_only,1,mixed_read_write,baseline,43984,0.5,0.045471080392870136,41984,0,0
feat_delta_only,1,mixed_read_write,stride,5062,0.999,0.3951007506914263,3062,999,998
feat_delta_only,1,mixed_read_write,nn,5374,0.995,0.3721622627465575,3374,991,990
feat_delta_only,1,random_read,baseline,74083,0.1015,0.026996746891999514,72083,0,0
feat_delta_only,1,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
feat_delta_only,1,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_delta_only,2,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_delta_only,2,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_delta_only,2,sequential_read,nn,4156,0.998,0.48123195380173245,2156,247,246
